date,Id_user,Id_perc,label,longitudeStart,latitudeStart,latitudeEnd,longitudeEnd,TimeStart,TimeEnd,StartDay,EndDay,StartHour,EndHour,distanceTotal,time_total,n777,npoints,vel_avg,vel_max,altitudeAvg,altitudeMax,vcr,sr,hcr,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
7/9/2008,52,20080709212205.plt,taxi,116.352572,39.985456,39.986908,116.40962,7/9/2008 21:22,7/9/2008 21:28,Wednesday,Wednesday,21,21,4975.965753,390,0,79,12.75888655,19.50804923,44.17285063,81.6864,0.003215456,0.002813524,0.002210626,"Beijing,China",29.2,21.9,25.4,32.9,21.9,26.4,21.9,82.11,0.3,NA,4.17,NA,NA,NA,NA,10.8,166.5,1007,53.3,6.8,NA,NA,0,NA,2008-07-09T04:54:12,2008-07-09T19:44:51,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,54511099999
7/9/2008,52,20080709020456.plt,walk,116.308821,39.974593,39.979488,116.310282,7/9/2008 2:37,7/9/2008 3:55,Wednesday,Wednesday,2,3,952.0522528,4735,0,176,0.201067002,3.315464811,57.29547273,90.5256,0.111338427,0.088230451,0.128144227,"Beijing,China",29.2,21.9,25.4,32.9,21.9,26.4,21.9,82.11,0.3,NA,4.17,NA,NA,NA,NA,10.8,166.5,1007,53.3,6.8,NA,NA,0,NA,2008-07-09T04:54:12,2008-07-09T19:44:51,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,54511099999
7/9/2008,52,20080709212205.plt,walk,116.41904,39.903289,39.903929,116.41856,7/9/2008 22:05,7/9/2008 23:16,Wednesday,Wednesday,22,23,2883.292871,4255,0,572,0.677624647,7.46641744,41.46399021,82.9056,0.125204069,0.113758822,0.143239004,"Beijing,China",29.2,21.9,25.4,32.9,21.9,26.4,21.9,82.11,0.3,NA,4.17,NA,NA,NA,NA,10.8,166.5,1007,53.3,6.8,NA,NA,0,NA,2008-07-09T04:54:12,2008-07-09T19:44:51,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,54511099999
7/9/2008,153,20080709101322.plt,walk,116.47197,39.9288849,39.92746,116.4706933,7/9/2008 10:33,7/9/2008 10:39,Wednesday,Wednesday,10,10,488.9149951,358,0,179,1.365684344,5.768193686,53.92712313,58.00344,0.153400899,0.073632432,0.12681141,"Beijing,China",29.2,21.9,25.4,32.9,21.9,26.4,21.9,82.11,0.3,NA,4.17,NA,NA,NA,NA,10.8,166.5,1007,53.3,6.8,NA,NA,0,NA,2008-07-09T04:54:12,2008-07-09T19:44:51,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,54511099999
7/9/2008,112,20080709012639.plt,walk,116.3247933,39.97186,39.9754016,116.3299349,7/9/2008 1:26,7/9/2008 1:38,Wednesday,Wednesday,1,1,1020.014389,689,0,336,1.48042727,5.700372946,54.394735,60.99048,0.160782046,0.044117025,0.182350369,"Beijing,China",29.2,21.9,25.4,32.9,21.9,26.4,21.9,82.11,0.3,NA,4.17,NA,NA,NA,NA,10.8,166.5,1007,53.3,6.8,NA,NA,0,NA,2008-07-09T04:54:12,2008-07-09T19:44:51,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,54511099999
7/9/2008,52,20080709020456.plt,walk,116.356864,39.992553,39.990308,116.360237,7/9/2008 4:27,7/9/2008 4:45,Wednesday,Wednesday,4,4,1052.736444,1105,0,159,0.952702664,4.775292611,114.0047849,160.9344,0.082641767,0.039896025,0.083591672,"Beijing,China",29.2,21.9,25.4,32.9,21.9,26.4,21.9,82.11,0.3,NA,4.17,NA,NA,NA,NA,10.8,166.5,1007,53.3,6.8,NA,NA,0,NA,2008-07-09T04:54:12,2008-07-09T19:44:51,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,54511099999
7/9/2008,128,20080709010007.plt,subway,116.32851,40.07298,39.9756483,116.3310383,7/9/2008 1:00,7/9/2008 1:33,Wednesday,Wednesday,1,1,13913.6112,2010,0,227,6.922194625,26.10723659,49.16437427,63.00216,0.009558985,0.003162371,0.008552776,"Beijing,China",29.2,21.9,25.4,32.9,21.9,26.4,21.9,82.11,0.3,NA,4.17,NA,NA,NA,NA,10.8,166.5,1007,53.3,6.8,NA,NA,0,NA,2008-07-09T04:54:12,2008-07-09T19:44:51,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,54511099999
7/9/2008,52,20080709020456.plt,bus,116.310282,39.979488,39.992553,116.356864,7/9/2008 3:55,7/9/2008 4:27,Wednesday,Wednesday,3,4,5587.673804,1870,0,340,2.988060858,15.33154962,101.1962894,176.4792,0.032392728,0.022012738,0.026486872,"Beijing,China",29.2,21.9,25.4,32.9,21.9,26.4,21.9,82.11,0.3,NA,4.17,NA,NA,NA,NA,10.8,166.5,1007,53.3,6.8,NA,NA,0,NA,2008-07-09T04:54:12,2008-07-09T19:44:51,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,54511099999
7/10/2008,96,20080710100929.plt,bike,116.328916,39.981909,40.00757,116.31985,7/10/2008 11:30,7/10/2008 13:14,Thursday,Thursday,11,13,5912.865819,6256,0,1045,0.945151186,12.69798432,45.03310622,92.6592,0.048538223,0.014037186,0.069678564,"Beijing,China",31.1,24.1,27.3,36.7,24.1,29.5,23.3,79.71,0,NA,0,NA,NA,NA,NA,10.8,148.9,1003.3,29.2,5.3,NA,NA,0,NA,2008-07-10T04:54:52,2008-07-10T19:44:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/10/2008,52,20080709212205.plt,walk,116.309852,39.983987,39.983888,116.309728,7/10/2008 9:39,7/10/2008 13:39,Thursday,Thursday,9,13,9892.182192,14420,0,604,0.686004313,36.75735263,56.32845298,222.1992,0.039829432,0.026485562,0.034269486,"Beijing,China",31.1,24.1,27.3,36.7,24.1,29.5,23.3,79.71,0,NA,0,NA,NA,NA,NA,10.8,148.9,1003.3,29.2,5.3,NA,NA,0,NA,2008-07-10T04:54:52,2008-07-10T19:44:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/10/2008,128,20080710130608.plt,car,116.3271966,39.9792649,40.074625,116.3292916,7/10/2008 13:06,7/10/2008 13:44,Thursday,Thursday,13,13,19057.22506,2292,0,270,8.314670617,22.79144458,48.89443556,122.9868,0.005509721,0.001364312,0.004197883,"Beijing,China",31.1,24.1,27.3,36.7,24.1,29.5,23.3,79.71,0,NA,0,NA,NA,NA,NA,10.8,148.9,1003.3,29.2,5.3,NA,NA,0,NA,2008-07-10T04:54:52,2008-07-10T19:44:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/10/2008,52,20080709212205.plt,bus,116.309728,39.983888,39.984784,116.352392,7/10/2008 13:39,7/10/2008 13:51,Thursday,Thursday,13,13,3746.96747,745,0,155,5.029486537,19.08168262,39.36442839,52.7304,0.020549952,0.010141535,0.013344124,"Beijing,China",31.1,24.1,27.3,36.7,24.1,29.5,23.3,79.71,0,NA,0,NA,NA,NA,NA,10.8,148.9,1003.3,29.2,5.3,NA,NA,0,NA,2008-07-10T04:54:52,2008-07-10T19:44:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/10/2008,112,20080710022932.plt,walk,116.32619,39.9725399,39.9756749,116.3308616,7/10/2008 2:29,7/10/2008 2:40,Thursday,Thursday,2,2,1331.276537,686,0,234,1.940636352,12.46655816,52.20898359,55.99176,0.10666454,0.017276651,0.099152953,"Beijing,China",31.1,24.1,27.3,36.7,24.1,29.5,23.3,79.71,0,NA,0,NA,NA,NA,NA,10.8,148.9,1003.3,29.2,5.3,NA,NA,0,NA,2008-07-10T04:54:52,2008-07-10T19:44:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/10/2008,112,20080710095337.plt,bike,116.3295449,39.9754116,39.9757199,116.31095,7/10/2008 9:53,7/10/2008 10:29,Thursday,Thursday,9,10,3195.548529,2136,0,554,1.496043319,8.502915434,48.34700188,72.9996,0.059144775,0.013769154,0.069471641,"Beijing,China",31.1,24.1,27.3,36.7,24.1,29.5,23.3,79.71,0,NA,0,NA,NA,NA,NA,10.8,148.9,1003.3,29.2,5.3,NA,NA,0,NA,2008-07-10T04:54:52,2008-07-10T19:44:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/10/2008,96,20080710100929.plt,walk,116.328756,39.982328,39.981909,116.328916,7/10/2008 10:18,7/10/2008 11:30,Thursday,Thursday,10,11,2879.803704,4310,0,1009,0.668167913,71.1274419,71.72889514,143.8656,0.223626353,0.223279107,0.200708124,"Beijing,China",31.1,24.1,27.3,36.7,24.1,29.5,23.3,79.71,0,NA,0,NA,NA,NA,NA,10.8,148.9,1003.3,29.2,5.3,NA,NA,0,NA,2008-07-10T04:54:52,2008-07-10T19:44:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/10/2008,96,20080710100929.plt,bike,116.330844,39.975293,39.982328,116.328756,7/10/2008 10:10,7/10/2008 10:18,Thursday,Thursday,10,10,1007.213836,516,0,190,1.951964798,6.798373016,47.30175158,65.2272,0.047656216,0.024820946,0.06850581,"Beijing,China",31.1,24.1,27.3,36.7,24.1,29.5,23.3,79.71,0,NA,0,NA,NA,NA,NA,10.8,148.9,1003.3,29.2,5.3,NA,NA,0,NA,2008-07-10T04:54:52,2008-07-10T19:44:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/10/2008,128,20080710233350.plt,car,116.3247616,40.0763983,39.9523233,116.2873233,7/10/2008 23:33,7/11/2008 0:38,Thursday,Friday,23,0,25516.70305,3859,0,561,6.612257852,43.40646139,228.0848282,2549.01192,0.012971895,0.004350092,0.004820372,"Beijing,China",31.1,24.1,27.3,36.7,24.1,29.5,23.3,79.71,0,NA,0,NA,NA,NA,NA,10.8,148.9,1003.3,29.2,5.3,NA,NA,0,NA,2008-07-10T04:54:52,2008-07-10T19:44:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/10/2008,153,20080710100315.plt,bus,116.4720033,39.9090016,39.9286466,116.4726533,7/10/2008 10:07,7/10/2008 10:17,Thursday,Thursday,10,10,2422.586876,622,0,134,3.894834206,13.07260141,53.45100179,59.00928,0.026830823,0.007842856,0.027243605,"Beijing,China",31.1,24.1,27.3,36.7,24.1,29.5,23.3,79.71,0,NA,0,NA,NA,NA,NA,10.8,148.9,1003.3,29.2,5.3,NA,NA,0,NA,2008-07-10T04:54:52,2008-07-10T19:44:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/10/2008,73,20080710164909.plt,walk,116.3310549,39.9756833,39.9780166,116.3323933,7/10/2008 16:49,7/10/2008 16:53,Thursday,Thursday,16,16,645.3239102,258,0,113,2.501255466,12.07032185,57.07123752,74.00544,0.117770315,0.018595313,0.114671096,"Beijing,China",31.1,24.1,27.3,36.7,24.1,29.5,23.3,79.71,0,NA,0,NA,NA,NA,NA,10.8,148.9,1003.3,29.2,5.3,NA,NA,0,NA,2008-07-10T04:54:52,2008-07-10T19:44:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/10/2008,73,20080710100837.plt,walk,116.3320083,39.9778766,39.9774966,116.3313299,7/10/2008 10:08,7/10/2008 10:10,Thursday,Thursday,10,10,197.5421551,113,0,11,1.748160665,14.52334811,64.008,64.008,0.030373264,0.005062211,0.045559896,"Beijing,China",31.1,24.1,27.3,36.7,24.1,29.5,23.3,79.71,0,NA,0,NA,NA,NA,NA,10.8,148.9,1003.3,29.2,5.3,NA,NA,0,NA,2008-07-10T04:54:52,2008-07-10T19:44:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/10/2008,52,20080709212205.plt,bus,116.347639,39.985754,39.983987,116.309852,7/10/2008 9:11,7/10/2008 9:39,Thursday,Thursday,9,9,4253.533788,1685,0,234,2.524352397,16.93103231,41.26523077,58.2168,0.027741639,0.01904299,0.020218483,"Beijing,China",31.1,24.1,27.3,36.7,24.1,29.5,23.3,79.71,0,NA,0,NA,NA,NA,NA,10.8,148.9,1003.3,29.2,5.3,NA,NA,0,NA,2008-07-10T04:54:52,2008-07-10T19:44:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/10/2008,96,20080710100929.plt,walk,116.330744,39.975409,39.975293,116.330844,7/10/2008 10:09,7/10/2008 10:10,Thursday,Thursday,10,10,37.29160049,43,0,22,0.867246523,5.633621974,39.94265455,57.3024,0.455866731,0.348603971,0.482682421,"Beijing,China",31.1,24.1,27.3,36.7,24.1,29.5,23.3,79.71,0,NA,0,NA,NA,NA,NA,10.8,148.9,1003.3,29.2,5.3,NA,NA,0,NA,2008-07-10T04:54:52,2008-07-10T19:44:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/10/2008,73,20080710015948.plt,walk,116.332565,39.9779149,39.9777,116.3316583,7/10/2008 1:59,7/10/2008 2:00,Thursday,Thursday,1,2,111.4701575,60,0,21,1.857835959,3.829341875,64.008,64.008,0.161478196,0.035884044,0.161478196,"Beijing,China",31.1,24.1,27.3,36.7,24.1,29.5,23.3,79.71,0,NA,0,NA,NA,NA,NA,10.8,148.9,1003.3,29.2,5.3,NA,NA,0,NA,2008-07-10T04:54:52,2008-07-10T19:44:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/10/2008,62,20080710133937.plt,taxi,120.2989849,31.5759866,31.58852,120.3059499,7/10/2008 13:39,7/10/2008 13:50,Thursday,Thursday,13,13,3359.432657,658,0,198,5.105520756,26.91477278,17.22935879,29.99232,0.0300646,0.007739402,0.020241513,"Beijing,China",31.1,24.1,27.3,36.7,24.1,29.5,23.3,79.71,0,NA,0,NA,NA,NA,NA,10.8,148.9,1003.3,29.2,5.3,NA,NA,0,NA,2008-07-10T04:54:52,2008-07-10T19:44:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/10/2008,62,20080710101047.plt,bus,120.3103449,31.592095,31.5729383,120.2980783,7/10/2008 10:10,7/10/2008 10:32,Thursday,Thursday,10,10,4620.246695,1310,0,493,3.526905874,14.01918821,30.37712227,55.99176,0.048698698,0.021210989,0.040474029,"Beijing,China",31.1,24.1,27.3,36.7,24.1,29.5,23.3,79.71,0,NA,0,NA,NA,NA,NA,10.8,148.9,1003.3,29.2,5.3,NA,NA,0,NA,2008-07-10T04:54:52,2008-07-10T19:44:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/10/2008,128,20080710012936.plt,walk,116.3279183,40.0740583,40.0700499,116.3288316,7/10/2008 1:29,7/10/2008 1:35,Thursday,Thursday,1,1,664.9606597,327,0,77,2.033518837,6.828274925,139.0933029,139.99464,0.066169328,0.004511545,0.061657783,"Beijing,China",31.1,24.1,27.3,36.7,24.1,29.5,23.3,79.71,0,NA,0,NA,NA,NA,NA,10.8,148.9,1003.3,29.2,5.3,NA,NA,0,NA,2008-07-10T04:54:52,2008-07-10T19:44:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/11/2008,73,20080711021303.plt,walk,116.3324233,39.9778616,39.9763049,116.3308116,7/11/2008 2:13,7/11/2008 2:16,Friday,Friday,2,2,341.0338098,209,0,91,1.631740717,4.204536122,72.9996,72.9996,0.143680769,0.052780691,0.108493642,"Beijing,China",30.1,24.1,26.5,35.2,24.1,28.3,23.6,84.85,0,NA,0,NA,NA,NA,NA,14.4,127.4,1002,37.9,4,NA,NA,0,NA,2008-07-11T04:55:33,2008-07-11T19:44:02,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/11/2008,52,20080711015836.plt,bus,116.457241,39.975087,39.986401,116.36056,7/11/2008 9:39,7/11/2008 10:29,Friday,Friday,9,10,9333.519839,3010,0,463,3.100837156,15.25837436,37.38836112,79.248,0.021642425,0.016606811,0.017463937,"Beijing,China",30.1,24.1,26.5,35.2,24.1,28.3,23.6,84.85,0,NA,0,NA,NA,NA,NA,14.4,127.4,1002,37.9,4,NA,NA,0,NA,2008-07-11T04:55:33,2008-07-11T19:44:02,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/11/2008,73,20080711110112.plt,walk,116.3258866,39.9799216,39.9799049,116.3258966,7/11/2008 11:01,7/11/2008 11:02,Friday,Friday,11,11,11.05089567,93,0,26,0.118826835,0.726077477,80.23508308,80.98536,0.633432819,2.352750471,1.176375235,"Beijing,China",30.1,24.1,26.5,35.2,24.1,28.3,23.6,84.85,0,NA,0,NA,NA,NA,NA,14.4,127.4,1002,37.9,4,NA,NA,0,NA,2008-07-11T04:55:33,2008-07-11T19:44:02,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/11/2008,128,20080711215904.plt,walk,115.0243033,40.0139116,39.9478383,115.0563583,7/11/2008 21:59,7/12/2008 3:20,Friday,Saturday,21,3,34264.4013,19313,0,3481,1.774162549,220.0432085,1323.337551,1611.99576,0.068788594,0.031169376,0.06785468,"Beijing,China",30.1,24.1,26.5,35.2,24.1,28.3,23.6,84.85,0,NA,0,NA,NA,NA,NA,14.4,127.4,1002,37.9,4,NA,NA,0,NA,2008-07-11T04:55:33,2008-07-11T19:44:02,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/11/2008,62,20080711081701.plt,bus,120.3188633,31.5847833,31.5921666,120.3075116,7/11/2008 8:17,7/11/2008 8:27,Friday,Friday,8,8,1776.97887,647,0,106,2.746489753,14.77738824,18.32451849,24.9936,0.021947363,0.00393927,0.015194328,"Beijing,China",30.1,24.1,26.5,35.2,24.1,28.3,23.6,84.85,0,NA,0,NA,NA,NA,NA,14.4,127.4,1002,37.9,4,NA,NA,0,NA,2008-07-11T04:55:33,2008-07-11T19:44:02,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/11/2008,112,20080711020311.plt,walk,116.3247433,39.9715549,39.9757349,116.3308466,7/11/2008 2:03,7/11/2008 2:17,Friday,Friday,2,2,1545.797932,833,0,370,1.855699798,8.950092756,38.95895935,43.00728,0.153318875,0.023935858,0.1500843,"Beijing,China",30.1,24.1,26.5,35.2,24.1,28.3,23.6,84.85,0,NA,0,NA,NA,NA,NA,14.4,127.4,1002,37.9,4,NA,NA,0,NA,2008-07-11T04:55:33,2008-07-11T19:44:02,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/11/2008,52,20080711015836.plt,bus,116.362503,39.985321,39.987115,116.409778,7/11/2008 1:58,7/11/2008 2:10,Friday,Friday,1,2,4209.727439,690,0,142,6.101054259,16.93701282,38.93068732,149.9616,0.013540069,0.006176172,0.009976893,"Beijing,China",30.1,24.1,26.5,35.2,24.1,28.3,23.6,84.85,0,NA,0,NA,NA,NA,NA,14.4,127.4,1002,37.9,4,NA,NA,0,NA,2008-07-11T04:55:33,2008-07-11T19:44:02,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/11/2008,128,20080711105532.plt,bus,116.3288166,39.9846816,39.9857166,116.3514716,7/11/2008 10:55,7/11/2008 11:01,Friday,Friday,10,11,1951.640154,335,0,48,5.825791506,13.22868027,62.33414,66.99504,0.014859297,0,0.004099116,"Beijing,China",30.1,24.1,26.5,35.2,24.1,28.3,23.6,84.85,0,NA,0,NA,NA,NA,NA,14.4,127.4,1002,37.9,4,NA,NA,0,NA,2008-07-11T04:55:33,2008-07-11T19:44:02,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/11/2008,52,20080711015836.plt,walk,116.36056,39.986401,39.986297,116.360478,7/11/2008 10:29,7/11/2008 10:42,Friday,Friday,10,10,997.9948938,785,0,134,1.271331075,5.089380356,50.24195821,69.7992,0.082164749,0.026052238,0.075150685,"Beijing,China",30.1,24.1,26.5,35.2,24.1,28.3,23.6,84.85,0,NA,0,NA,NA,NA,NA,14.4,127.4,1002,37.9,4,NA,NA,0,NA,2008-07-11T04:55:33,2008-07-11T19:44:02,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/11/2008,52,20080711015836.plt,walk,116.411277,39.923214,39.975087,116.457241,7/11/2008 2:36,7/11/2008 9:39,Friday,Friday,2,9,10766.64617,25380,0,651,0.424217737,5.978748118,40.19099355,66.7512,0.03603722,0.027585192,0.036222979,"Beijing,China",30.1,24.1,26.5,35.2,24.1,28.3,23.6,84.85,0,NA,0,NA,NA,NA,NA,14.4,127.4,1002,37.9,4,NA,NA,0,NA,2008-07-11T04:55:33,2008-07-11T19:44:02,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/11/2008,52,20080711015836.plt,bus,116.360478,39.986297,39.981788,116.327156,7/11/2008 10:42,7/11/2008 10:55,Friday,Friday,10,10,3300.717621,795,0,172,4.151846064,19.61183286,49.93049302,68.58,0.029387549,0.027872727,0.021207509,"Beijing,China",30.1,24.1,26.5,35.2,24.1,28.3,23.6,84.85,0,NA,0,NA,NA,NA,NA,14.4,127.4,1002,37.9,4,NA,NA,0,NA,2008-07-11T04:55:33,2008-07-11T19:44:02,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/11/2008,52,20080711015836.plt,subway,116.409778,39.987115,39.923214,116.411277,7/11/2008 2:10,7/11/2008 2:36,Friday,Friday,2,2,7137.570311,1555,0,19,4.59007737,4.779718542,48.43111579,57.3024,0.001541141,0.00112083,0.001821348,"Beijing,China",30.1,24.1,26.5,35.2,24.1,28.3,23.6,84.85,0,NA,0,NA,NA,NA,NA,14.4,127.4,1002,37.9,4,NA,NA,0,NA,2008-07-11T04:55:33,2008-07-11T19:44:02,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/12/2008,126,20080712142622.plt,bus,116.4169383,39.9884299,39.9849316,116.3259966,7/12/2008 14:26,7/12/2008 14:52,Saturday,Saturday,14,14,8246.317109,1591,0,583,5.183103148,15.37690646,30.5177471,69.00672,0.016249678,0.009337502,0.012732957,"Beijing,China",35.2,22.1,28.6,33.6,22.1,28.6,17.4,56.22,0,NA,0,NA,NA,NA,NA,18,217.8,1003.5,20.4,14.8,NA,NA,0,NA,2008-07-12T04:56:15,2008-07-12T19:43:34,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/12/2008,126,20080712123306.plt,walk,116.3276266,39.9914983,39.9915799,116.3291783,7/12/2008 12:33,7/12/2008 13:10,Saturday,Saturday,12,13,936.0981464,2232,0,242,0.419398811,11.53826598,57.59007074,82.99704,0.071573692,0.096143765,0.090802445,"Beijing,China",35.2,22.1,28.6,33.6,22.1,28.6,17.4,56.22,0,NA,0,NA,NA,NA,NA,18,217.8,1003.5,20.4,14.8,NA,NA,0,NA,2008-07-12T04:56:15,2008-07-12T19:43:34,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/12/2008,96,20080712050223.plt,bike,116.330799,39.975303,39.99167,116.331141,7/12/2008 9:25,7/12/2008 9:37,Saturday,Saturday,9,9,2447.827606,735,0,370,3.330377696,10.99358408,60.18234811,104.2416,0.045346331,0.017975122,0.056376519,"Beijing,China",35.2,22.1,28.6,33.6,22.1,28.6,17.4,56.22,0,NA,0,NA,NA,NA,NA,18,217.8,1003.5,20.4,14.8,NA,NA,0,NA,2008-07-12T04:56:15,2008-07-12T19:43:34,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/12/2008,126,20080712015345.plt,bike,116.3311333,39.9754383,40.0092666,116.3208483,7/12/2008 2:57,7/12/2008 4:55,Saturday,Saturday,2,4,11870.39895,7104,0,1232,1.670945798,36.95886738,54.0349539,70.01256,0.060149621,0.030159054,0.058633244,"Beijing,China",35.2,22.1,28.6,33.6,22.1,28.6,17.4,56.22,0,NA,0,NA,NA,NA,NA,18,217.8,1003.5,20.4,14.8,NA,NA,0,NA,2008-07-12T04:56:15,2008-07-12T19:43:34,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/12/2008,126,20080712015345.plt,walk,116.422455,39.9713616,39.9729666,116.4182583,7/12/2008 1:53,7/12/2008 2:12,Saturday,Saturday,1,2,928.6603181,1117,0,330,0.83138793,5.549028011,55.50500364,56.9976,0.180905759,0.11629656,0.185213039,"Beijing,China",35.2,22.1,28.6,33.6,22.1,28.6,17.4,56.22,0,NA,0,NA,NA,NA,NA,18,217.8,1003.5,20.4,14.8,NA,NA,0,NA,2008-07-12T04:56:15,2008-07-12T19:43:34,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/12/2008,96,20080712050223.plt,walk,116.331141,39.99167,39.992535,116.332098,7/12/2008 9:37,7/12/2008 9:40,Saturday,Saturday,9,9,140.9595548,175,0,36,0.80548317,11.15910464,75.37873333,76.2,0.163167371,0.141884671,0.099319269,"Beijing,China",35.2,22.1,28.6,33.6,22.1,28.6,17.4,56.22,0,NA,0,NA,NA,NA,NA,18,217.8,1003.5,20.4,14.8,NA,NA,0,NA,2008-07-12T04:56:15,2008-07-12T19:43:34,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/12/2008,126,20080712142622.plt,walk,116.3259966,39.9849316,39.9913933,116.3287566,7/12/2008 14:52,7/12/2008 15:05,Saturday,Saturday,14,15,1345.732601,768,0,339,1.752255991,7.683608623,66.01482478,85.00872,0.147131755,0.043842291,0.131526872,"Beijing,China",35.2,22.1,28.6,33.6,22.1,28.6,17.4,56.22,0,NA,0,NA,NA,NA,NA,18,217.8,1003.5,20.4,14.8,NA,NA,0,NA,2008-07-12T04:56:15,2008-07-12T19:43:34,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/12/2008,128,20080712054630.plt,walk,115.055755,39.9479866,39.9472583,115.0577516,7/12/2008 5:46,7/12/2008 9:00,Saturday,Saturday,5,9,4190.557782,11610,0,2217,0.360943823,5.837594888,2668.912871,2869.9968,0.279437741,0.434309725,0.303300913,"Beijing,China",35.2,22.1,28.6,33.6,22.1,28.6,17.4,56.22,0,NA,0,NA,NA,NA,NA,18,217.8,1003.5,20.4,14.8,NA,NA,0,NA,2008-07-12T04:56:15,2008-07-12T19:43:34,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
7/12/2008,126,20080712142622.plt,bike,116.3287566,39.9913933,39.9750749,116.3309649,7/12/2008 15:05,7/12/2008 15:15,Saturday,Saturday,15,15,2346.713816,613,0,170,3.828244399,7.972203803,65.50922965,112.014,0.015766729,0.001704511,0.010653195,"Beijing,China",35.2,22.1,28.6,33.6,22.1,28.6,17.4,56.22,0,NA,0,NA,NA,NA,NA,18,217.8,1003.5,20.4,14.8,NA,NA,0,NA,2008-07-12T04:56:15,2008-07-12T19:43:34,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
